0.0013; 0.5636; 0.0007;
0.1933; 0.8087; 0.1937;
0.5850; 0.4799; 0.6229;
0.3503; 0.8959; 0.4365;
0.8228; 0.7466; 1.2913;
0.1741; 0.8589; 0.1799;
0.7105; 0.5135; 0.8696;
0.3040; 0.0150; 0.0970;
0.0914; 0.3644; 0.0417;
0.1473; 0.1659; 0.0461;
0.9885; 0.4457; 1.4177;
0.1191; 0.0047; 0.0147;
0.0089; 0.3779; 0.0034;
0.5316; 0.5712; 0.5863;
0.6017; 0.6071; 0.7274;
0.1662; 0.6630; 0.1378;
0.4508; 0.3521; 0.3619;
0.0570; 0.6077; 0.0379;
0.7833; 0.8026; 1.2422;
0.5199; 0.3019; 0.4272;
0.8759; 0.7267; 1.4038;
0.9559; 0.9257; 1.7985;
0.5393; 0.1423; 0.3677;
0.4621; 0.2353; 0.3222;
0.8622; 0.2096; 0.9241;
0.7796; 0.8436; 1.2655;
0.9968; 0.9997; 1.9900;
0.6115; 0.3924; 0.6139;
0.2662; 0.2973; 0.1500;
0.8401; 0.0237; 0.7257;
0.3759; 0.0926; 0.1761;
0.6772; 0.0562; 0.4966;
0.0088; 0.9188; 0.0082;
0.2759; 0.2729; 0.1514;
0.5879; 0.6912; 0.7519;
0.8376; 0.7265; 1.3100;
0.4849; 0.2054; 0.3347;
0.7437; 0.4684; 0.9015;
0.4579; 0.9491; 0.6444;
0.7444; 0.1083; 0.6348;
0.5990; 0.3852; 0.5896;
0.7350; 0.6089; 0.9878;
0.5724; 0.3613; 0.5344;
0.1516; 0.2251; 0.0571;
0.4251; 0.8029; 0.5221;
0.5171; 0.9900; 0.7793;
0.7515; 0.3456; 0.8245;
0.1690; 0.6573; 0.1396;
0.4919; 0.0635; 0.2732;
0.6997; 0.5048; 0.8429;
0.1475; 0.9496; 0.1618;
0.1416; 0.9051; 0.1482;
0.6929; 0.3030; 0.6900;
0.4265; 0.0704; 0.2120;
0.9666; 0.6832; 1.5946;
0.1532; 0.8772; 0.1579;
0.8217; 0.5820; 1.1533;
0.1913; 0.1779; 0.0707;
0.8172; 0.4753; 1.0561;
0.1555; 0.5039; 0.1026;
0.7320; 0.4056; 0.8327;
0.2796; 0.5687; 0.2372;
0.6822; 0.7558; 0.9811;
0.7219; 0.4753; 0.8642;
0.1230; 0.3678; 0.0604;
0.8347; 0.0351; 0.7259;
0.5170; 0.6630; 0.6100;
0.4262; 0.1047; 0.2263;
0.9493; 0.9214; 1.7758;
0.5495; 0.3460; 0.4921;
0.4717; 0.3750; 0.3994;
0.8470; 0.3169; 0.9857;
0.4561; 0.2719; 0.3320;
0.9829; 0.2978; 1.2589;
0.7392; 0.5673; 0.9657;
0.1960; 0.7613; 0.1876;
0.8394; 0.3976; 1.0384;
0.5009; 0.8901; 0.6967;
0.0275; 0.9946; 0.0281;
0.5726; 0.0505; 0.3568;
0.5313; 0.1941; 0.3854;
0.8430; 0.6267; 1.2390;
0.6576; 0.1978; 0.5625;
0.8421; 0.1233; 0.8130;
0.1099; 0.7431; 0.0938;
0.3141; 0.9410; 0.3942;
0.2861; 0.3363; 0.1780;
0.1403; 0.7331; 0.1225;
0.8346; 0.7080; 1.2874;
0.6002; 0.7472; 0.8087;
0.2527; 0.1445; 0.1004;
0.0016; 0.0610; 0.0001;
0.8062; 0.8526; 1.3374;
0.2106; 0.1156; 0.0687;
0.5532; 0.0143; 0.3139;
0.1138; 0.4545; 0.0647;
0.7522; 0.6861; 1.0819;
0.5434; 0.0739; 0.3355;
0.4367; 0.2019; 0.2789;
0.6962; 0.2903; 0.6868;
