0.0013; 0.5636; -0.0300;
0.8087; 0.5850; 1.1251;
0.3503; 0.8959; 0.4688;
0.7466; 0.1741; 0.7233;
0.7105; 0.5135; 0.8500;
0.0150; 0.0914; -0.0120;
0.1473; 0.1659; 0.0950;
0.4457; 0.1191; 0.2022;
0.0089; 0.3779; 0.0066;
0.5712; 0.6017; 0.6806;
0.1662; 0.6630; 0.1329;
0.3521; 0.0570; 0.1548;
0.7833; 0.8026; 1.2442;
0.3019; 0.8759; 0.3783;
0.9559; 0.9257; 1.8025;
0.1423; 0.4621; 0.0596;
0.8622; 0.2096; 0.9521;
0.8436; 0.9968; 1.6026;
0.6115; 0.3924; 0.5905;
0.2973; 0.8401; 0.2905;
0.3759; 0.0926; 0.1938;
0.0562; 0.0088; 0.0455;
0.2759; 0.2729; 0.1602;
0.6912; 0.8376; 1.0793;
0.4849; 0.2054; 0.3591;
0.4684; 0.4579; 0.4789;
0.7444; 0.1083; 0.6447;
0.3852; 0.7350; 0.4424;
0.5724; 0.3613; 0.4996;
0.2251; 0.4251; 0.1767;
0.5171; 0.9900; 0.8044;
0.3456; 0.1690; 0.1935;
0.4919; 0.0635; 0.2932;
0.5048; 0.1475; 0.3742;
0.1416; 0.9051; 0.1675;
0.3030; 0.4265; 0.1781;
0.9666; 0.6832; 1.5599;
0.8772; 0.8217; 1.4985;
0.1913; 0.1779; 0.1024;
0.4753; 0.1555; 0.3002;
0.7320; 0.4056; 0.8107;
0.5687; 0.6822; 0.7370;
0.7219; 0.4753; 0.8265;
0.3678; 0.8347; 0.3958;
0.5170; 0.6630; 0.6027;
0.1047; 0.9493; 0.1525;
0.5495; 0.3460; 0.4893;
0.3750; 0.8470; 0.4399;
0.4561; 0.2719; 0.3803;
0.2978; 0.7392; 0.3155;
0.1960; 0.7613; 0.2216;
0.3976; 0.5009; 0.3963;
0.0275; 0.9946; 0.0353;
0.0505; 0.5313; -0.0012;
0.8430; 0.6267; 1.2548;
0.1978; 0.8421; 0.1681;
0.1099; 0.7431; 0.0752;
0.9410; 0.2861; 1.1384;
0.1403; 0.7331; 0.1560;
0.7080; 0.6002; 0.9509;
0.2527; 0.1445; 0.0505;
0.0610; 0.8062; 0.0882;
0.2106; 0.1156; 0.0740;
0.0143; 0.1138; -0.0027;
0.7522; 0.6861; 1.0862;
0.0739; 0.4367; 0.0079;
0.6962; 0.2903; 0.6805;
0.2324; 0.5779; 0.1916;
0.6287; 0.1602; 0.4963;
0.9630; 0.6957; 1.6399;
0.1899; 0.3359; 0.0677;
0.9951; 0.4574; 1.4953;
0.0975; 0.6252; 0.0299;
0.4377; 0.9315; 0.5542;
0.8946; 0.2900; 1.0325;
0.7690; 0.4107; 0.8775;
0.6281; 0.6041; 0.7690;
0.4663; 0.5978; 0.5097;
0.8548; 0.8288; 1.4515;
0.7209; 0.5657; 0.9150;
0.1843; 0.7379; 0.1754;
0.9051; 0.2429; 1.0078;
0.6047; 0.6985; 0.7965;
0.3513; 0.4944; 0.2551;
0.7407; 0.6120; 1.0141;
0.6911; 0.8045; 0.9985;
0.5760; 0.8677; 0.8728;
0.6147; 0.7277; 0.7794;
0.6678; 0.9765; 1.0795;
0.5692; 0.3058; 0.4654;
0.1086; 0.8690; 0.1412;
0.7443; 0.1549; 0.6519;
0.0793; 0.0766; 0.0265;
0.8200; 0.5451; 1.1141;
0.4090; 0.2987; 0.2860;
0.5012; 0.1526; 0.3100;
0.7380; 0.3139; 0.8089;
0.9590; 0.8733; 1.7798;
0.3000; 0.9440; 0.3360;
0.0657; 0.7849; 0.0584;
0.6096; 0.9561; 0.9117;
0.8756; 0.6538; 1.3214;
0.1048; 0.5050; 0.0366;
0.2903; 0.9200; 0.3564;
0.6628; 0.1145; 0.5144;
0.3791; 0.4968; 0.3614;
